"gene","pct.1","pct.2","description","pct_treated_cells_minus_pct_ctrl"
"MDN1",0.059,0.111,"midasin AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:18302]",0.052000000000000005
"FIG4",0.059,0.111,"FIG4 phosphoinositide 5-phosphatase [Source:HGNC Symbol;Acc:HGNC:16873]",0.052000000000000005
"PARP10",0.059,0.111,"poly(ADP-ribose) polymerase family member 10 [Source:HGNC Symbol;Acc:HGNC:25895]",0.052000000000000005
"AP3M1",0.059,0.111,"adaptor related protein complex 3 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:569]",0.052000000000000005
"BLNK",0.059,0.111,"B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]",0.052000000000000005
"CHST15",0.059,0.111,"carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]",0.052000000000000005
"EDRF1",0.059,0.111,"erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]",0.052000000000000005
"CTSD",0.059,0.111,"cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]",0.052000000000000005
"NADSYN1",0.059,0.111,"NAD synthetase 1 [Source:HGNC Symbol;Acc:HGNC:29832]",0.052000000000000005
"TBRG1",0.059,0.111,"transforming growth factor beta regulator 1 [Source:HGNC Symbol;Acc:HGNC:29551]",0.052000000000000005
"LETMD1",0.059,0.111,"LETM1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24241]",0.052000000000000005
"SP1",0.059,0.111,"Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]",0.052000000000000005
"CALCOCO1",0.059,0.111,"calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]",0.052000000000000005
"DYRK2",0.059,0.111,"dual specificity tyrosine phosphorylation regulated kinase 2 [Source:HGNC Symbol;Acc:HGNC:3093]",0.052000000000000005
"FOXO1",0.059,0.111,"forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]",0.052000000000000005
"SPG21",0.059,0.111,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]",0.052000000000000005
"NGRN",0.059,0.111,"neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]",0.052000000000000005
"KLHDC4",0.059,0.111,"kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]",0.052000000000000005
"DNMT1",0.059,0.111,"DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976]",0.052000000000000005
"ILF3-DT",0.059,0.111,"ILF3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27115]",0.052000000000000005
"CHERP",0.059,0.111,"calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930]",0.052000000000000005
"DCAF8",0.098,0.148,"DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]",0.04999999999999999
"CHD1",0.098,0.148,"chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]",0.04999999999999999
"HSPA4",0.098,0.148,"heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]",0.04999999999999999
"DMTF1",0.098,0.148,"cyclin D binding myb like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:14603]",0.04999999999999999
"DGKA",0.098,0.148,"diacylglycerol kinase alpha [Source:HGNC Symbol;Acc:HGNC:2849]",0.04999999999999999
"GGA3",0.098,0.148,"golgi associated, gamma adaptin ear containing, ARF binding protein 3 [Source:HGNC Symbol;Acc:HGNC:17079]",0.04999999999999999
"HLA-B",0.951,1,"major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]",0.049000000000000044
"BNIP2",0.137,0.185,"BCL2 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:1083]",0.04799999999999999
"DENND4B",0.137,0.185,"DENN domain containing 4B [Source:HGNC Symbol;Acc:HGNC:29044]",0.04799999999999999
"TIA1",0.137,0.185,"TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]",0.04799999999999999
"ADAM17",0.069,0.111,"ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]",0.041999999999999996
"NR2C2",0.069,0.111,"nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]",0.041999999999999996
"ZNF506",0.069,0.111,"zinc finger protein 506 [Source:HGNC Symbol;Acc:HGNC:23780]",0.041999999999999996
"UNC50",0.069,0.111,"unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]",0.041999999999999996
"REV1",0.069,0.111,"REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]",0.041999999999999996
"FGD5-AS1",0.069,0.111,"FGD5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40410]",0.041999999999999996
"ABRAXAS1",0.069,0.111,"abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]",0.041999999999999996
"DCTD",0.069,0.111,"dCMP deaminase [Source:HGNC Symbol;Acc:HGNC:2710]",0.041999999999999996
"SCAF8",0.069,0.111,"SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]",0.041999999999999996
"PIK3C2A",0.069,0.111,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]",0.041999999999999996
"CCDC82",0.069,0.111,"coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]",0.041999999999999996
"KLHDC2",0.069,0.111,"kelch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20231]",0.041999999999999996
"SLC12A6",0.069,0.111,"solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]",0.041999999999999996
"XAF1",0.069,0.111,"XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]",0.041999999999999996
"LGALS9",0.069,0.111,"galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]",0.041999999999999996
"COASY",0.069,0.111,"Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]",0.041999999999999996
"TMUB2",0.069,0.111,"transmembrane and ubiquitin like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]",0.041999999999999996
"SS18",0.069,0.111,"SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]",0.041999999999999996
"SMAD4",0.069,0.111,"SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]",0.041999999999999996
"MFNG",0.069,0.111,"MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7038]",0.041999999999999996
"ZRSR2",0.069,0.111,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]",0.041999999999999996
"RBBP4",0.108,0.148,"RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]",0.039999999999999994
"WHRN",0.108,0.148,"whirlin [Source:HGNC Symbol;Acc:HGNC:16361]",0.039999999999999994
"HSPA5",0.108,0.148,"heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]",0.039999999999999994
"POLR2A",0.147,0.185,"RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187]",0.038000000000000006
"ZBTB32",0.147,0.185,"zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]",0.038000000000000006
"ODC1",0.147,0.185,"ornithine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:8109]",0.038000000000000006
"UPF3B",0.078,0.111,"UPF3B regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20439]",0.033
"SDCBP",0.078,0.111,"syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]",0.033
"INTS6L",0.078,0.111,"integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334]",0.033
"PLK3",0.078,0.111,"polo like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2154]",0.033
"SLC35F5",0.078,0.111,"solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]",0.033
"CNOT9",0.078,0.111,"CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]",0.033
"RREB1",0.078,0.111,"ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]",0.033
"KBTBD2",0.078,0.111,"kelch repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21751]",0.033
"TNFRSF10B",0.078,0.111,"TNF receptor superfamily member 10b [Source:HGNC Symbol;Acc:HGNC:11905]",0.033
"PUF60",0.078,0.111,"poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]",0.033
"CD6",0.078,0.111,"CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]",0.033
"CPSF7",0.078,0.111,"cleavage and polyadenylation specific factor 7 [Source:HGNC Symbol;Acc:HGNC:30098]",0.033
"FBXO33",0.078,0.111,"F-box protein 33 [Source:HGNC Symbol;Acc:HGNC:19833]",0.033
"FCER2",0.078,0.111,"Fc fragment of IgE receptor II [Source:HGNC Symbol;Acc:HGNC:3612]",0.033
"DCAF15",0.078,0.111,"DDB1 and CUL4 associated factor 15 [Source:HGNC Symbol;Acc:HGNC:25095]",0.033
"DIDO1",0.078,0.111,"death inducer-obliterator 1 [Source:HGNC Symbol;Acc:HGNC:2680]",0.033
"GDI1",0.078,0.111,"GDP dissociation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:4226]",0.033
"CCDC69",0.118,0.148,"coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]",0.03
"RNF220",0.118,0.148,"ring finger protein 220 [Source:HGNC Symbol;Acc:HGNC:25552]",0.03
"SUGP2",0.118,0.148,"SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]",0.03
"NAA10",0.118,0.148,"N(alpha)-acetyltransferase 10, NatA catalytic subunit [Source:HGNC Symbol;Acc:HGNC:18704]",0.03
"KLF2",0.304,0.333,"Kruppel like factor 2 [Source:HGNC Symbol;Acc:HGNC:6347]",0.029000000000000026
"CDC42SE1",0.157,0.185,"CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]",0.027999999999999997
"JADE1",0.088,0.111,"jade family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30027]",0.023000000000000007
"TXLNA",0.088,0.111,"taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]",0.023000000000000007
"CNOT8",0.088,0.111,"CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207]",0.023000000000000007
"GABBR1",0.088,0.111,"gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]",0.023000000000000007
"CNTRL",0.088,0.111,"centriolin [Source:HGNC Symbol;Acc:HGNC:1858]",0.023000000000000007
"PYROXD1",0.088,0.111,"pyridine nucleotide-disulphide oxidoreductase domain 1 [Source:HGNC Symbol;Acc:HGNC:26162]",0.023000000000000007
"AP1G2",0.088,0.111,"adaptor related protein complex 1 subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:556]",0.023000000000000007
"SDR39U1",0.088,0.111,"short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]",0.023000000000000007
"ULK3",0.088,0.111,"unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]",0.023000000000000007
"CHMP7",0.127,0.148,"charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]",0.02099999999999999
"SRSF6",0.167,0.185,"serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]",0.017999999999999988
"LENG8",0.353,0.37,"leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]",0.017000000000000015
"EXOSC8",0.098,0.111,"exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]",0.012999999999999998
"FUBP1",0.098,0.111,"far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]",0.012999999999999998
"TAF15",0.098,0.111,"TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]",0.012999999999999998
"RPS27",0.99,1,"ribosomal protein S27 [Source:HGNC Symbol;Acc:HGNC:10416]",0.010000000000000009
"RPS27A",0.99,1,"ribosomal protein S27a [Source:HGNC Symbol;Acc:HGNC:10417]",0.010000000000000009
"MT-CYB",0.99,1,"mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]",0.010000000000000009
"SPG11",0.108,0.111,"SPG11 vesicle trafficking associated, spatacsin [Source:HGNC Symbol;Acc:HGNC:11226]",0.0030000000000000027
"MT-ATP6",1,1,"mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]",0
"EEF1A1",1,1,"eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]",0
"CSKMT",0.118,0.111,"citrate synthase lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:33113]",-0.006999999999999992
"RIPOR1",0.118,0.111,"RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]",-0.006999999999999992
"AKAP8L",0.118,0.111,"A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]",-0.006999999999999992
"ZNF655",0.157,0.148,"zinc finger protein 655 [Source:HGNC Symbol;Acc:HGNC:30899]",-0.009000000000000008
"RASGRP2",0.127,0.111,"RAS guanyl releasing protein 2 [Source:HGNC Symbol;Acc:HGNC:9879]",-0.016
"CYCS",0.108,0.074,"cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]",-0.034
"PHF10",0.147,0.111,"PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]",-0.03599999999999999
"FAM160B2",0.108,0.037,"family with sequence similarity 160 member B2 [Source:HGNC Symbol;Acc:HGNC:16492]",-0.07100000000000001
"ZNF92",0.147,0.074,"zinc finger protein 92 [Source:HGNC Symbol;Acc:HGNC:13168]",-0.073
"ID3",0.559,0.481,"inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]",-0.07800000000000007
"PIGR",0.108,0,"polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]",-0.108
"TFPI2",0.108,0,"tissue factor pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11761]",-0.108
"PCED1A",0.147,0.037,"PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]",-0.10999999999999999
"CD24",0.206,0.074,"CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]",-0.132
"PGGHG",0.206,0.037,"protein-glucosylgalactosylhydroxylysine glucosidase [Source:HGNC Symbol;Acc:HGNC:26210]",-0.16899999999999998
"AC103591.3",0.225,0,"novel transcript, antisense to DNAJB4",-0.225
"SNHG9",0.353,0.111,"small nucleolar RNA host gene 9 [Source:HGNC Symbol;Acc:HGNC:33102]",-0.242
"SNHG25",0.745,0.259,"small nucleolar RNA host gene 25 [Source:HGNC Symbol;Acc:HGNC:51534]",-0.486
